,0
EMA_200_30_per_ago_%,-0.027768351943218632
EMA_150_22_per_ago_%,-0.02794955722638255
EMA_40_8_per_ago_%,-0.02798869171751266
SMA_200_13_per_ago_%,-0.02811639740454183
BB_middle_band_200_per_13_per_ago_%,-0.02813029981007082
BB_middle_band_300_per_20_per_ago_%,-0.028256741161041835
BB_lower_band_100_per_4_per_ago_%,-0.028341872665582694
EMA_200_31_per_ago_%,-0.02838674564386823
BB_upper_band_150_per_4_per_ago_%,-0.028436370591313286
EMA_50_11_per_ago_%,-0.02851172505440351
SMA_100_9_per_ago_%,-0.028538158035341838
SMA_9_2_per_ago_%,-0.02856202616530062
EMA_20_4_per_ago_%,-0.02857533297669109
EMA_100_16_per_ago_%,-0.028637851883830577
SMA_50_5_per_ago_%,-0.028692077518933108
BB_middle_band_70_per_8_per_ago_%,-0.028729975260515846
BB_middle_band_100_per_9_per_ago_%,-0.0288736694889972
BB_middle_band_60_per_8_per_ago_%,-0.028892054933417722
EMA_200_32_per_ago_%,-0.0289382602207164
EMA_150_23_per_ago_%,-0.029021244760522463
BB_middle_band_50_per_5_per_ago_%,-0.029027235264911744
BB_middle_band_90_per_9_per_ago_%,-0.029052430726923952
SMA_150_11_per_ago_%,-0.029056687787646692
EMA_30_6_per_ago_%,-0.029149504275077304
BB_middle_band_150_per_11_per_ago_%,-0.029205865458442306
BB_lower_band_300_per_12_per_ago_%,-0.029258310495068895
EMA_200_33_per_ago_%,-0.029553986559243527
EMA_13_3_per_ago_%,-0.029559684635828934
BB_middle_band_40_per_5_per_ago_%,-0.0295857161094596
BB_lower_band_200_per_9_per_ago_%,-0.029590700080364553
